,Turbine_ID_x,Timestamp,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg,Hyd_Oil_Temp_Avg,Gear_Oil_Temp_Avg,Gear_Bear_Temp_Avg,Nac_Temp_Avg,Rtr_RPM_Max,Rtr_RPM_Min,Rtr_RPM_Avg,Amb_WindSpeed_Max,Amb_WindSpeed_Min,Amb_WindSpeed_Avg,Amb_WindSpeed_Std,Amb_WindDir_Relative_Avg,Amb_WindDir_Abs_Avg,Amb_Temp_Avg,Prod_LatestAvg_ActPwrGen0,Prod_LatestAvg_ActPwrGen1,Prod_LatestAvg_ActPwrGen2,Prod_LatestAvg_TotActPwr,Prod_LatestAvg_ReactPwrGen0,Prod_LatestAvg_ReactPwrGen1,Prod_LatestAvg_ReactPwrGen2,Prod_LatestAvg_TotReactPwr,HVTrafo_Phase1_Temp_Avg,HVTrafo_Phase2_Temp_Avg,HVTrafo_Phase3_Temp_Avg,Grd_InverterPhase1_Temp_Avg,Cont_Top_Temp_Avg,Cont_Hub_Temp_Avg,Cont_VCP_Temp_Avg,Gen_SlipRing_Temp_Avg,Spin_Temp_Avg,Blds_PitchAngle_Min,Blds_PitchAngle_Max,Blds_PitchAngle_Avg,Blds_PitchAngle_Std,Cont_VCP_ChokcoilTemp_Avg,Grd_RtrInvPhase1_Temp_Avg,Grd_RtrInvPhase2_Temp_Avg,Grd_RtrInvPhase3_Temp_Avg,Cont_VCP_WtrTemp_Avg,Grd_Prod_Pwr_Avg,Grd_Prod_CosPhi_Avg,Grd_Prod_Freq_Avg,Grd_Prod_VoltPhse1_Avg,Grd_Prod_VoltPhse2_Avg,Grd_Prod_VoltPhse3_Avg,Grd_Prod_CurPhse1_Avg,Grd_Prod_CurPhse2_Avg,Grd_Prod_CurPhse3_Avg,Grd_Prod_Pwr_Max,Grd_Prod_Pwr_Min,Grd_Busbar_Temp_Avg,Rtr_RPM_Std,Amb_WindSpeed_Est_Avg,Grd_Prod_Pwr_Std,Grd_Prod_ReactPwr_Avg,Grd_Prod_ReactPwr_Max,Grd_Prod_ReactPwr_Min,Grd_Prod_ReactPwr_Std,Grd_Prod_PsblePwr_Avg,Grd_Prod_PsblePwr_Max,Grd_Prod_PsblePwr_Min,Grd_Prod_PsblePwr_Std,Grd_Prod_PsbleInd_Avg,Grd_Prod_PsbleInd_Max,Grd_Prod_PsbleInd_Min,Grd_Prod_PsbleInd_Std,Grd_Prod_PsbleCap_Avg,Grd_Prod_PsbleCap_Max,Grd_Prod_PsbleCap_Min,Grd_Prod_PsbleCap_Std,Gen_Bear2_Temp_Avg,Nac_Direction_Avg,RPM_Diff,Power_Diff,Turbine_ID_y,Component,Remarks
349,T06,2017-03-24 03:30:00+00:00,115.6,0.0,15.8,29.9,31.0,43.0,43.0,45.0,29.0,42.0,43.0,22.0,0.0,0.0,0.0,6.3,0.5,1.6,0.4,12.0,271.9,9.0,-841.0,0.0,0.0,-841.0,-639.0,0.0,0.0,-639.0,36.0,40.0,36.0,33.0,31.0,19.0,30.0,16.0,11.0,23.9,24.0,24.0,0.0,46.0,33.0,31.0,31.0,32.0,-5.1,0.8,50.0,399.5,397.4,396.4,3.7,7.6,5.5,-4.5,-24.5,25.0,0.0,1.6,2.7,-3.8,-3.4,-21.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,260.0,507.3,0.20000000000000018,,,
350,T06,2017-03-24 19:30:00+00:00,1393.7,262.5,985.8,423.0,38.0,48.0,49.0,49.0,28.0,43.0,46.0,26.0,12.3,2.3,8.7,7.0,1.1,3.6,0.6000000000000001,26.5,290.7,12.0,-539.0,5142.0,0.0,4603.0,-357.0,2453.0,0.0,2097.0,40.0,43.0,39.0,34.0,36.0,28.0,34.0,21.0,19.0,-2.3,24.0,6.3,10.2,84.0,35.0,33.0,33.0,33.0,27.6,0.4,50.0,400.5,399.3,397.7,96.8,102.0,103.6,199.8,-30.9,33.0,3.8,3.8,34.1,13.7,981.5,-313.0,168.3,48.1,202.3,0.0,32.3,-152.4,0.0,-991.2,149.6,152.4,991.2,0.0,149.6,35.0,264.2,329.79999999999995,37.0,,,
351,T06,2017-03-24 19:40:00+00:00,1259.6,188.3,705.9,489.8,37.0,48.0,49.0,49.0,28.0,43.0,47.0,25.0,11.2,1.8,6.3,5.8,0.6000000000000001,2.8,0.6000000000000001,1.5,275.4,12.0,-1288.0,377.0,0.0,-912.0,-1605.0,-64.0,0.0,-1668.0,39.0,43.0,39.0,32.0,36.0,27.0,34.0,22.0,18.0,-0.1,48.6,14.4,12.3,84.0,32.0,30.0,30.0,31.0,-5.6,0.6000000000000001,50.0,399.7,398.7,396.8,19.1,22.7,21.6,38.1,-32.6,33.0,4.3,2.9,11.1,-10.6,163.0,-175.2,29.4,8.2,60.7,0.0,12.8,-12.4,0.0,-188.6,32.8,12.4,188.6,0.0,32.8,34.0,274.0,279.9,33.2,,,
352,T06,2017-03-24 20:10:00+00:00,199.2,136.6,169.5,14.8,35.0,42.0,43.0,43.0,28.0,42.0,44.0,26.0,1.7000000000000002,0.0,1.0,4.0,0.5,2.1,0.4,-21.7,228.1,12.0,-1472.0,0.0,0.0,-1472.0,-1736.0,0.0,0.0,-1736.0,39.0,42.0,38.0,32.0,35.0,25.0,33.0,19.0,16.0,24.0,24.0,24.0,0.0,72.0,32.0,30.0,31.0,31.0,-8.8,0.6000000000000001,50.0,395.7,395.6,392.2,9.4,13.4,11.4,-8.4,-28.0,31.0,0.8,2.1,2.3,-10.4,-9.9,-24.0,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,249.8,589.8,6.500000000000001,,,
353,T06,2017-03-24 23:20:00+00:00,1385.2,229.7,784.3,480.2,26.0,30.0,30.0,31.0,27.0,39.0,40.0,21.0,12.2,2.0,6.9,6.2,1.1,3.4,0.7000000000000001,-9.9,122.8,10.0,-624.0,1956.0,0.0,1332.0,-176.0,-1389.0,0.0,-1566.0,35.0,38.0,35.0,29.0,30.0,20.0,29.0,16.0,12.0,-2.3,24.0,10.9,11.7,34.0,29.0,29.0,29.0,26.0,8.1,0.6000000000000001,50.0,397.7,396.4,393.7,49.3,55.5,51.1,180.7,-44.5,24.0,4.3,3.3,31.0,-9.7,888.2,-421.5,137.4,30.7,182.6,0.0,36.5,-61.0,0.0,-894.3,137.8,61.0,894.3,0.0,137.8,26.0,132.7,559.1999999999999,13.5,,,
354,T06,2017-03-24 23:30:00+00:00,1189.9,140.6,264.2,220.8,26.0,31.0,31.0,32.0,27.0,40.0,42.0,21.0,10.5,0.0,2.3,5.5,0.5,2.7,0.5,29.5,162.2,10.0,-1065.0,0.0,0.0,-1065.0,-1017.0,0.0,0.0,-1017.0,35.0,38.0,35.0,29.0,31.0,19.0,29.0,17.0,12.0,0.7000000000000001,55.6,23.9,7.2,35.0,29.0,29.0,29.0,26.0,-6.4,0.7000000000000001,50.0,396.8,395.7,392.7,6.2,9.7,8.0,-4.7,-29.5,24.0,2.0,2.7,4.4,-6.1,-3.9,-26.1,4.8,1.7000000000000002,30.4,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,132.7,520.0999999999999,14.5,,,
355,T06,2017-03-25 01:20:00+00:00,1255.3,1236.3,1248.7,2.5,27.0,37.0,38.0,39.0,26.0,41.0,46.0,21.0,11.1,10.9,11.1,5.2,0.8,3.2,0.6000000000000001,-3.1,103.3,9.0,0.0,4210.0,0.0,4210.0,0.0,-3564.0,0.0,-3564.0,35.0,38.0,34.0,34.0,30.0,19.0,29.0,18.0,12.0,-0.3,2.4,0.6000000000000001,0.2,49.0,36.0,34.0,34.0,33.0,25.2,0.3,50.0,400.1,398.0,396.5,89.9,101.2,94.9,51.2,-6.0,23.0,0.0,3.6,11.1,-22.1,169.9,-225.0,115.7,25.4,52.0,0.0,10.9,-124.5,0.0,-254.9,53.3,124.5,254.9,0.0,53.3,29.0,106.5,0.09999999999990905,21.400000000000002,,,
356,T06,2017-03-25 01:30:00+00:00,1257.2,180.5,687.1,484.7,28.0,39.0,41.0,41.0,26.0,41.0,45.0,22.0,11.1,1.7000000000000002,6.1,5.4,0.4,3.0,0.6000000000000001,7.6,131.9,10.0,-865.0,423.0,0.0,-441.0,-851.0,36.0,0.0,-815.0,35.0,38.0,34.0,34.0,31.0,19.0,30.0,18.0,12.0,0.0,58.8,15.0,12.8,53.0,34.0,32.0,32.0,33.0,-2.7,0.6000000000000001,50.0,401.4,399.9,397.9,16.5,20.0,18.7,29.9,-25.4,24.0,4.3,3.0,10.3,-4.7,120.1,-129.0,32.1,7.5,47.5,0.0,10.7,-13.6,0.0,-152.6,35.3,13.6,152.6,0.0,35.3,31.0,124.3,561.6,27.9,,,
357,T06,2017-03-27 20:30:00+00:00,1263.4,1236.1,1249.0,5.0,39.0,51.0,53.0,53.0,31.0,45.0,48.0,26.0,11.2,11.0,11.1,7.3,1.4,3.5,0.6000000000000001,1.5,260.4,16.0,0.0,5386.0,0.0,5386.0,0.0,-10320.0,0.0,-10320.0,44.0,47.0,44.0,39.0,39.0,27.0,38.0,25.0,19.0,-0.8,1.0,0.4,0.4,96.0,40.0,38.0,38.0,38.0,32.4,0.5,50.0,397.9,395.8,394.6,57.6,83.2,54.9,101.0,-7.8,36.0,0.0,3.7,24.2,-62.1,1.3,-92.1,25.6,32.6,101.4,0.0,24.1,-159.5,0.0,-497.0,117.9,159.5,497.0,0.0,117.9,35.0,258.9,0.7000000000000455,44.9,,,
358,T06,2017-03-27 20:40:00+00:00,1350.4,169.8,1039.9,383.7,39.0,50.0,52.0,52.0,31.0,44.0,48.0,26.0,12.0,1.7000000000000002,9.2,4.8,0.6000000000000001,3.0,0.7000000000000001,-15.3,249.6,16.0,-1864.0,90.0,0.0,-1774.0,-1245.0,46.0,0.0,-1199.0,43.0,47.0,44.0,36.0,39.0,27.0,37.0,24.0,19.0,-2.3,58.8,6.4,11.1,94.0,37.0,35.0,35.0,36.0,-10.8,0.7000000000000001,50.0,395.3,394.1,391.8,26.5,28.9,24.7,97.0,-49.9,36.0,3.4,3.0,16.2,-7.0,478.5,-77.2,51.1,17.2,99.0,0.0,25.2,-12.7,0.0,-485.1,50.9,12.7,485.1,0.0,50.9,35.0,264.9,209.0999999999999,43.2,,,
359,T06,2017-03-27 20:50:00+00:00,1256.1,161.9,417.0,350.5,38.0,48.0,49.0,49.0,31.0,44.0,46.0,28.0,11.1,0.0,3.7,4.8,0.5,3.1,0.5,-0.1,264.7,16.0,-1692.0,0.0,0.0,-1692.0,-1943.0,0.0,0.0,-1943.0,43.0,46.0,43.0,35.0,39.0,27.0,37.0,23.0,19.0,1.5,57.1,21.7,8.8,89.0,35.0,33.0,33.0,35.0,-10.1,0.6000000000000001,50.0,397.8,396.4,393.7,11.0,14.9,12.8,-7.4,-31.1,36.0,3.1,3.1,4.4,-11.6,-8.1,-26.1,3.4,19.8,56.2,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,264.9,622.9000000000001,0.7000000000000011,,,
360,T06,2017-03-28 05:50:00+00:00,1275.1,1227.4,1251.4,7.5,28.0,38.0,39.0,39.0,30.0,41.0,46.0,24.0,11.3,10.9,11.1,6.9,0.8,4.1,0.9,-8.4,354.9,14.0,-32.0,13356.0,0.0,13324.0,-36.0,-13466.0,0.0,-13502.0,38.0,41.0,37.0,40.0,32.0,22.0,32.0,22.0,15.0,-1.3,4.7,-0.1,1.1,51.0,41.0,39.0,39.0,39.0,80.3,0.7000000000000001,50.0,397.5,394.9,394.7,95.4,119.7,92.3,155.7,-41.2,25.0,0.1,4.2,43.5,-81.3,17.5,-133.2,33.2,81.5,159.0,0.0,41.2,-400.0,0.0,-779.0,201.7,400.0,779.0,0.0,201.7,31.0,3.4,3.300000000000182,28.5,,,
361,T06,2017-03-28 06:00:00+00:00,1261.3,157.9,663.2,496.5,30.0,40.0,41.0,42.0,30.0,41.0,46.0,24.0,11.2,0.0,5.9,6.5,0.9,3.1,0.7000000000000001,-7.3,3.0,14.0,-880.0,1102.0,0.0,222.0,-855.0,-2263.0,0.0,-3118.0,38.0,41.0,37.0,36.0,32.0,22.0,32.0,21.0,15.0,-1.1,56.5,15.3,12.3,54.0,37.0,35.0,35.0,36.0,1.0,0.7000000000000001,50.0,398.0,395.7,395.0,19.5,24.8,18.9,96.9,-29.1,26.0,4.4,3.1,21.5,-18.4,1.9,-119.0,31.5,20.6,109.2,0.0,24.5,-31.0,0.0,-436.9,89.8,31.0,436.9,0.0,89.8,32.0,10.4,588.2,79.3,,,
362,T06,2017-03-28 08:30:00+00:00,1259.4,162.6,1124.4,330.9,36.0,50.0,52.0,52.0,29.0,41.0,47.0,23.0,11.2,0.0,10.0,5.9,0.7000000000000001,3.1,0.6000000000000001,-3.6,5.0,13.0,-655.0,900.0,0.0,244.0,-812.0,-8.0,0.0,-820.0,38.0,41.0,37.0,34.0,33.0,22.0,30.0,22.0,15.0,-0.4,58.1,4.7,10.3,72.0,35.0,33.0,33.0,32.0,1.2,0.6000000000000001,50.0,400.3,398.4,396.5,28.8,32.3,32.4,42.0,-33.6,29.0,2.9,3.2,13.5,-5.6,184.5,-141.8,33.9,7.6,40.2,0.0,9.4,-29.7,0.0,-196.7,42.1,29.7,196.7,0.0,42.1,36.0,8.6,124.59999999999991,19.400000000000002,,,
363,T06,2017-03-28 08:40:00+00:00,227.9,113.0,156.0,32.2,37.0,49.0,50.0,50.0,29.0,41.0,45.0,24.0,2.0,0.0,0.5,4.1,0.4,1.8,0.5,23.3,33.3,13.0,-1471.0,0.0,0.0,-1471.0,-1751.0,0.0,0.0,-1751.0,38.0,41.0,37.0,32.0,33.0,22.0,31.0,20.0,15.0,24.0,24.0,24.0,0.0,69.0,33.0,30.0,31.0,32.0,-8.8,0.6000000000000001,50.0,398.5,396.8,394.6,9.4,13.4,11.4,-8.4,-28.4,29.0,0.8,1.8,2.6,-10.5,-10.0,-22.9,1.9,0.2,20.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,968.4000000000001,10.0,,,
364,T06,2017-03-28 11:50:00+00:00,1270.8,1224.5,1248.2,6.3,37.0,49.0,50.0,51.0,30.0,42.0,47.0,26.0,11.3,10.9,11.1,5.9,0.7000000000000001,3.5,0.7000000000000001,-3.5,7.9,18.0,-167.0,5673.0,0.0,5506.0,-224.0,6770.0,0.0,6546.0,40.0,43.0,39.0,39.0,34.0,29.0,35.0,26.0,23.0,-0.7000000000000001,4.5,0.6000000000000001,1.1,69.0,41.0,39.0,39.0,38.0,32.9,0.5,50.0,399.9,398.2,396.7,114.0,114.0,123.7,109.8,-27.9,30.0,0.1,3.7,36.5,40.4,374.9,-505.7,174.0,37.8,118.0,0.0,31.4,-174.7,0.0,-587.9,159.6,174.7,587.9,0.0,159.6,37.0,11.5,0.8999999999998636,57.300000000000004,,,
365,T06,2017-03-28 12:00:00+00:00,1261.9,247.9,490.1,400.1,38.0,49.0,50.0,50.0,30.0,42.0,46.0,26.0,11.2,2.3,4.4,7.8,0.7000000000000001,3.1,0.7000000000000001,9.4,31.8,19.0,-1591.0,-30.0,0.0,-1621.0,-2099.0,0.0,0.0,-2099.0,40.0,43.0,39.0,35.0,35.0,29.0,36.0,25.0,23.0,0.8,44.9,19.7,9.3,70.0,35.0,33.0,33.0,35.0,-9.6,0.6000000000000001,50.0,400.1,398.9,397.0,11.4,15.4,13.7,-7.7,-27.8,30.0,3.5,3.1,4.0,-12.6,0.0,-29.5,4.1,25.5,106.6,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,22.3,758.1,42.5,,,
366,T06,2017-03-28 19:40:00+00:00,1268.1,1236.7,1248.9,4.5,44.0,58.0,60.0,60.0,34.0,44.0,49.0,31.0,11.2,11.0,11.1,6.4,1.5,3.5,0.7000000000000001,10.0,283.3,20.0,-268.0,8073.0,0.0,7805.0,-312.0,-6933.0,0.0,-7245.0,46.0,48.0,45.0,39.0,41.0,36.0,40.0,29.0,30.0,-0.8,3.7,0.6000000000000001,1.1,97.0,40.0,38.0,38.0,38.0,46.6,0.5,50.0,399.1,397.1,396.3,112.8,122.4,118.3,130.2,-30.1,39.0,0.0,3.8,42.8,-43.8,192.1,-398.9,155.8,50.4,130.7,0.0,38.7,-238.9,0.0,-640.5,196.9,238.9,640.5,0.0,196.9,42.0,273.3,0.2999999999999545,46.6,,,
367,T06,2017-03-28 19:50:00+00:00,1355.3,247.2,764.4,465.2,44.0,57.0,58.0,58.0,34.0,44.0,48.0,31.0,12.0,2.3,6.8,5.8,1.0,3.1,0.6000000000000001,8.2,275.2,20.0,-1831.0,186.0,0.0,-1645.0,-1681.0,24.0,0.0,-1656.0,46.0,48.0,45.0,36.0,41.0,36.0,40.0,28.0,29.0,-2.3,46.0,13.2,12.4,95.0,36.0,34.0,35.0,36.0,-9.9,0.7000000000000001,50.0,398.7,397.3,395.4,17.0,20.2,18.7,115.9,-49.8,39.0,4.1,3.1,15.4,-9.9,17.8,-27.5,10.2,21.7,117.0,0.0,25.1,-9.0,0.0,-573.1,60.6,9.0,573.1,0.0,60.6,42.0,267.0,484.5000000000001,56.5,,,
368,T06,2017-03-31 05:00:00+00:00,1261.4,1232.6,1248.9,4.2,42.0,55.0,56.0,56.0,28.0,46.0,50.0,26.0,11.2,11.0,11.1,6.4,1.9,4.0,0.6000000000000001,-13.3,71.7,15.0,0.0,9387.0,0.0,9387.0,0.0,-624.0,0.0,-624.0,47.0,50.0,47.0,39.0,39.0,24.0,38.0,26.0,16.0,-0.9,0.7000000000000001,-0.2,0.5,102.0,40.0,38.0,38.0,38.0,56.2,0.4,50.0,401.0,398.7,398.0,154.7,165.8,162.9,113.4,-8.6,36.0,0.0,4.0,32.9,-3.7,465.0,-514.1,221.5,56.3,114.0,0.0,32.8,-275.7,0.0,-558.7,160.6,275.7,558.7,0.0,160.6,39.0,85.1,0.599999999999909,20.799999999999997,,,
369,T06,2017-03-31 05:10:00+00:00,1258.4,162.7,1185.8,230.5,42.0,54.0,55.0,56.0,28.0,45.0,49.0,26.0,11.1,0.0,10.5,5.6,0.7000000000000001,3.4,0.7000000000000001,7.2,109.1,15.0,-1222.0,1590.0,0.0,368.0,-819.0,2184.0,0.0,1365.0,47.0,50.0,47.0,38.0,38.0,24.0,38.0,26.0,16.0,-0.4,59.4,2.7,9.3,101.0,40.0,38.0,38.0,38.0,2.0,0.6000000000000001,50.0,402.8,400.5,399.7,45.3,47.8,53.4,62.6,-44.0,36.0,2.0,3.2,23.2,8.1,235.7,-306.9,72.9,10.4,63.5,0.0,14.3,-50.8,0.0,-311.3,70.1,50.8,311.3,0.0,70.1,39.0,101.9,63.100000000000136,54.2,,,
370,T06,2017-03-31 05:20:00+00:00,242.6,151.1,191.5,26.8,42.0,52.0,53.0,53.0,28.0,45.0,47.0,26.0,2.1,0.0,1.4,4.4,0.5,2.1,0.4,4.2,106.1,15.0,-2491.0,0.0,0.0,-2491.0,-2285.0,0.0,0.0,-2285.0,46.0,49.0,46.0,35.0,38.0,24.0,37.0,24.0,16.0,24.0,24.0,24.0,0.0,95.0,35.0,33.0,33.0,34.0,-15.0,0.7000000000000001,50.0,401.7,400.0,398.4,14.8,18.8,16.8,-14.0,-33.9,36.0,0.7000000000000001,2.1,2.8,-13.7,-12.6,-26.5,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,101.9,994.3,17.0,,,
371,T06,2017-04-01 09:20:00+00:00,1257.6,254.9,1028.5,396.3,35.0,48.0,50.0,50.0,27.0,42.0,47.0,25.0,11.1,2.4,9.1,5.2,0.6000000000000001,3.3,0.6000000000000001,-15.2,303.6,12.0,-754.0,1258.0,0.0,504.0,-934.0,-372.0,0.0,-1306.0,39.0,43.0,39.0,35.0,35.0,22.0,34.0,21.0,15.0,-0.1,44.2,6.9,10.7,85.0,36.0,34.0,34.0,34.0,2.9,0.5,50.0,396.3,394.1,392.6,34.8,39.4,38.2,46.0,-27.7,33.0,3.5,3.3,14.8,-7.2,167.5,-197.1,51.6,17.6,62.2,0.0,16.3,-36.9,0.0,-227.1,50.7,36.9,227.1,0.0,50.7,34.0,318.8,220.5,29.0,,,
372,T06,2017-04-01 09:40:00+00:00,455.5,210.5,243.0,23.0,35.0,46.0,47.0,47.0,28.0,42.0,45.0,26.0,4.8,1.9,2.2,4.8,0.8,2.8,0.4,-11.4,300.1,13.0,-1501.0,0.0,0.0,-1501.0,-1901.0,0.0,0.0,-1901.0,39.0,43.0,39.0,32.0,35.0,22.0,33.0,20.0,16.0,24.0,44.5,24.3,2.2,80.0,32.0,30.0,30.0,31.0,-9.0,0.6000000000000001,50.0,400.6,399.2,396.9,10.1,14.0,12.5,-8.2,-28.0,32.0,0.3,2.8,3.0,-11.4,-10.0,-23.5,2.9,3.7,35.3,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,311.5,930.9000000000001,15.8,,,
373,T06,2017-04-01 10:40:00+00:00,1269.8,1230.3,1248.9,5.1,30.0,36.0,36.0,36.0,28.0,42.0,45.0,24.0,11.2,10.9,11.1,6.3,0.5,3.4,0.8,-12.5,301.4,14.0,-511.0,3511.0,0.0,3000.0,-622.0,4356.0,0.0,3734.0,39.0,42.0,39.0,34.0,34.0,23.0,31.0,21.0,16.0,-0.6000000000000001,4.5,1.0,1.3,61.0,35.0,33.0,33.0,32.0,17.9,0.5,50.0,398.5,396.8,394.8,79.8,82.4,86.5,107.4,-30.4,29.0,0.0,3.5,30.5,22.2,341.1,-320.1,128.5,28.9,123.1,0.0,25.3,-111.9,0.0,-612.4,126.0,111.9,612.4,0.0,126.0,29.0,314.0,681.8000000000001,18.799999999999997,,,
374,T06,2017-04-01 22:50:00+00:00,1264.1,1236.9,1248.9,5.3,42.0,58.0,60.0,60.0,30.0,46.0,49.0,28.0,11.2,10.9,11.1,6.0,1.6,3.4,0.6000000000000001,7.1,296.6,15.0,-288.0,4703.0,0.0,4414.0,-324.0,-8464.0,0.0,-8789.0,45.0,48.0,45.0,38.0,40.0,25.0,38.0,25.0,17.0,-1.1,2.7,0.6000000000000001,0.7000000000000001,103.0,39.0,37.0,37.0,38.0,26.3,0.6000000000000001,50.0,400.2,398.1,395.9,47.5,74.7,52.0,81.1,-29.4,37.0,0.0,3.6,28.1,-52.6,0.9,-89.0,32.6,29.2,81.9,0.0,24.9,-140.5,0.0,-401.0,123.8,140.5,401.0,0.0,123.8,38.0,289.4,0.40000000000009095,26.599999999999998,,,
375,T06,2017-04-01 23:00:00+00:00,1253.2,92.5,231.9,235.8,42.0,56.0,58.0,57.0,30.0,45.0,47.0,29.0,11.1,0.0,1.6,4.5,0.6000000000000001,2.2,0.7000000000000001,1.0,297.8,15.0,-1866.0,0.0,0.0,-1866.0,-2179.0,0.0,0.0,-2179.0,44.0,48.0,44.0,36.0,40.0,25.0,38.0,24.0,17.0,2.6,59.1,23.9,5.9,98.0,36.0,34.0,34.0,36.0,-11.2,0.6000000000000001,50.0,400.4,399.2,396.0,12.5,16.6,14.5,-9.6,-29.9,37.0,2.4,2.2,4.2,-13.1,-10.8,-29.3,3.7,4.6,47.6,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,296.8,1017.0000000000001,37.5,,,
376,T06,2017-04-02 12:20:00+00:00,1370.7,265.7,902.1,444.4,37.0,28.0,28.0,29.0,31.0,37.0,39.0,28.0,12.1,2.2,8.0,6.0,1.4,3.5,0.6000000000000001,0.1,55.0,20.0,-327.0,2986.0,0.0,2659.0,59.0,9356.0,0.0,9414.0,39.0,42.0,38.0,35.0,33.0,29.0,32.0,26.0,24.0,-2.3,24.0,8.1,11.0,32.0,36.0,34.0,34.0,34.0,16.0,0.5,50.0,399.8,397.9,396.4,66.6,65.2,76.9,136.1,-40.5,25.0,3.9,3.7,24.7,56.5,668.2,-221.2,110.5,42.2,137.0,0.0,20.5,-90.7,0.0,-671.2,111.0,90.7,671.2,0.0,111.0,27.0,54.9,153.70000000000005,14.2,,,
377,T06,2017-04-02 12:30:00+00:00,1262.3,194.0,908.2,464.9,44.0,31.0,32.0,32.0,31.0,38.0,42.0,28.0,11.2,1.9,8.1,6.5,0.4,3.2,0.6000000000000001,12.5,60.7,20.0,-463.0,1172.0,0.0,709.0,-551.0,4853.0,0.0,4302.0,39.0,42.0,38.0,39.0,34.0,30.0,33.0,27.0,24.0,0.0,47.5,9.8,11.9,39.0,40.0,38.0,38.0,38.0,4.1,0.6000000000000001,50.0,398.2,396.5,394.9,32.5,31.2,39.5,59.1,-28.1,26.0,4.1,3.3,16.8,25.6,243.0,-23.0,55.2,23.0,79.0,0.0,18.6,-38.8,0.0,-292.7,68.1,38.8,292.7,0.0,68.1,28.0,48.2,6.100000000000023,11.9,,,
378,T06,2017-04-02 19:20:00+00:00,1282.7,1223.7,1249.3,10.9,48.0,59.0,61.0,61.0,35.0,44.0,49.0,31.0,11.4,10.9,11.1,6.4,1.6,4.1,0.6000000000000001,-10.6,227.6,21.0,0.0,14648.0,0.0,14648.0,0.0,-14222.0,0.0,-14222.0,47.0,50.0,46.0,39.0,41.0,37.0,40.0,30.0,31.0,-1.3,0.9,-0.3,0.6000000000000001,97.0,40.0,38.0,38.0,38.0,87.7,0.6000000000000001,50.0,396.8,394.6,394.3,109.8,132.4,108.1,180.2,-9.9,39.0,0.1,4.2,46.5,-85.4,172.2,-371.3,60.3,87.8,182.0,0.0,46.2,-430.0,0.0,-891.7,226.4,430.0,891.7,0.0,226.4,42.0,238.2,0.09999999999990905,31.0,,,
379,T06,2017-04-02 19:30:00+00:00,1406.9,253.8,1161.0,250.6,48.0,59.0,60.0,60.0,35.0,44.0,48.0,31.0,12.4,2.4,10.3,5.2,0.5,3.2,0.7000000000000001,9.5,238.7,20.0,-1031.0,2357.0,0.0,1325.0,-1283.0,-868.0,0.0,-2151.0,47.0,50.0,46.0,39.0,41.0,37.0,40.0,30.0,31.0,-2.3,45.1,3.3,7.5,96.0,40.0,38.0,38.0,40.0,7.8,0.6000000000000001,50.0,398.7,396.4,396.0,47.5,52.1,50.3,212.0,-33.1,39.0,2.2,3.4,36.5,-11.6,317.5,-315.5,78.3,28.6,214.5,0.0,35.4,-77.3,0.0,-1000.0,153.4,77.3,1000.0,0.0,153.4,42.0,229.1,88.29999999999995,79.9,,,
380,T06,2017-04-02 19:50:00+00:00,1267.1,241.8,561.8,435.4,47.0,55.0,56.0,56.0,36.0,43.0,47.0,31.0,11.2,2.2,5.0,4.8,1.3,3.1,0.6000000000000001,-4.8,241.9,20.0,-1740.0,-125.0,0.0,-1865.0,-2072.0,14.0,0.0,-2058.0,47.0,49.0,46.0,38.0,41.0,36.0,40.0,29.0,29.0,-0.1,45.5,18.2,10.3,89.0,38.0,36.0,36.0,38.0,-11.2,0.7000000000000001,50.0,399.3,397.4,396.2,14.4,17.4,15.8,2.7,-29.6,38.0,3.9,3.2,5.2,-12.5,11.6,-36.0,5.3,22.6,77.5,0.0,21.6,-0.1,0.0,-15.1,0.9,0.1,15.1,0.0,0.9,41.0,246.6,327.9000000000001,14.7,,,
