Time_Detected,Time_Reset,Turbine_Identifier,Remark,Unit_Title_Destination
2017-01-12 17:10:26+00:00,,T07,Accumulator test done -> OK,
2017-01-12 17:10:26+00:00,,T07,External power ref.:2000kW,
2017-01-12 17:36:55+00:00,,T07,"Gen. ext. vent. 1, temp: 49Â°C",
2017-01-12 19:04:32+00:00,,T07,Generator 1 in,
2017-01-12 19:04:37+00:00,,T07,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-12 19:04:37+00:00,,T07,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-12 19:04:52+00:00,,T07,External power ref.:2000kW,
2017-01-12 19:09:22+00:00,,T07,Generator 1 in,
2017-01-12 19:34:51+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 19:34:52+00:00,,T07,External power ref.:2000kW,
2017-01-12 20:02:15+00:00,,T07,Generator 1 in,
2017-01-12 20:02:30+00:00,,T07,External power ref.:2000kW,
2017-01-12 20:05:29+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 20:32:57+00:00,,T07,Generator 1 in,
2017-01-12 20:33:11+00:00,,T07,External power ref.:2000kW,
2017-01-12 20:46:33+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 20:46:55+00:00,,T07,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-12 20:46:55+00:00,,T07,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-12 20:50:25+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 20:52:46+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 21:00:41+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 22:08:08+00:00,,T07,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-12 22:08:08+00:00,,T07,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-12 22:17:16+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 22:19:32+00:00,,T07,Generator 1 in,
2017-01-12 22:19:43+00:00,,T07,External power ref.:2000kW,
2017-01-12 22:28:22+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 22:51:22+00:00,,T07,Generator 1 in,
2017-01-12 22:51:31+00:00,,T07,External power ref.:2000kW,
2017-01-12 22:52:57+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 22:58:54+00:00,,T07,Generator 1 in,
2017-01-12 23:15:54+00:00,,T07,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-12 23:15:54+00:00,,T07,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-12 23:21:31+00:00,,T07,External power ref.:2000kW,
2017-01-12 23:22:14+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 23:28:07+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-12 23:31:53+00:00,,T07,Generator 1 in,
2017-01-12 23:39:48+00:00,,T07,Generator 1 in,
2017-01-12 23:40:02+00:00,,T07,External power ref.:2000kW,
2017-01-12 23:59:57+00:00,,T07,Generator 1 in,
2017-01-13 00:00:10+00:00,,T07,External power ref.:2000kW,
2017-01-13 00:30:11+00:00,,T07,External power ref.:2000kW,
2017-01-13 01:00:10+00:00,,T07,External power ref.:2000kW,
2017-01-13 01:30:10+00:00,,T07,External power ref.:2000kW,
2017-01-13 02:00:10+00:00,,T07,External power ref.:2000kW,
2017-01-13 02:30:10+00:00,,T07,External power ref.:2000kW,
2017-01-13 03:00:09+00:00,,T07,External power ref.:2000kW,
2017-01-13 03:30:09+00:00,,T07,External power ref.:2000kW,
2017-01-13 03:49:12+00:00,,T07,Generator 1 in,
2017-01-13 03:49:32+00:00,,T07,External power ref.:2000kW,
2017-01-13 04:01:30+00:00,,T07,Generator 1 in,
2017-01-13 04:41:53+00:00,,T07,Yawcontr. from:30011 to:30010,
2017-01-13 04:47:16+00:00,,T07,Generator 1 in,
2017-01-13 04:47:36+00:00,,T07,External power ref.:2000kW,
2017-01-13 05:07:51+00:00,,T07,Generator 1 in,
2017-01-13 05:08:08+00:00,,T07,External power ref.:2000kW,
2017-01-13 05:38:08+00:00,,T07,External power ref.:2000kW,
2017-01-13 06:08:08+00:00,,T07,External power ref.:2000kW,
2017-01-13 06:26:59+00:00,,T07,Generator 1 in,
2017-01-13 06:27:08+00:00,,T07,External power ref.:2000kW,
2017-01-13 07:00:14+00:00,,T07,Generator 1 in,
2017-01-13 07:00:25+00:00,,T07,External power ref.:2000kW,
2017-01-13 07:30:25+00:00,,T07,External power ref.:2000kW,
2017-01-13 08:19:28+00:00,,T07,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-13 08:19:28+00:00,,T07,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-13 08:45:37+00:00,,T07,Generator 1 in,
2017-01-13 08:45:51+00:00,,T07,External power ref.:2000kW,
2017-01-13 08:56:37+00:00,,T07,Generator 1 in,
2017-01-13 08:56:52+00:00,,T07,External power ref.:2000kW,
2017-01-13 09:41:20+00:00,,T07,Generator 1 in,
2017-01-13 09:41:33+00:00,,T07,External power ref.:2000kW,
2017-01-13 10:11:33+00:00,,T07,External power ref.:2000kW,
2017-01-13 11:34:03+00:00,,T07,Generator 1 in,
2017-01-13 11:34:24+00:00,,T07,External power ref.:2000kW,
2017-01-13 11:51:27+00:00,,T07,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-13 11:51:27+00:00,,T07,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-13 12:04:24+00:00,,T07,External power ref.:2000kW,
2017-01-13 12:46:11+00:00,,T07,Generator 1 in,
2017-01-13 12:46:20+00:00,,T07,External power ref.:2000kW,
2017-01-13 13:16:20+00:00,,T07,External power ref.:2000kW,
2017-01-13 13:46:20+00:00,,T07,External power ref.:2000kW,
2017-01-13 14:16:20+00:00,,T07,External power ref.:2000kW,
2017-01-13 14:36:43+00:00,,T07,"Gen. ext. vent. 2, temp: 65Â°C",
2017-01-13 14:46:19+00:00,,T07,External power ref.:2000kW,
2017-01-13 14:58:34+00:00,,T07,"Gen. int. vent. 2, temp: 70Â°C",
2017-01-13 15:16:19+00:00,,T07,External power ref.:2000kW,
2017-01-13 15:46:19+00:00,,T07,External power ref.:2000kW,
2017-01-13 16:16:18+00:00,,T07,External power ref.:2000kW,
2017-01-13 16:17:47+00:00,,T07,"GearoilCooler 2, gear:  57Â°C",
2017-01-13 16:46:18+00:00,,T07,External power ref.:2000kW,
2017-01-13 17:16:18+00:00,,T07,External power ref.:2000kW,
2017-01-13 17:46:18+00:00,,T07,External power ref.:2000kW,
2017-01-13 18:16:17+00:00,,T07,External power ref.:2000kW,
2017-01-13 18:46:17+00:00,,T07,External power ref.:2000kW,
2017-01-13 19:16:17+00:00,,T07,External power ref.:2000kW,
2017-01-13 19:24:47+00:00,,T07,"GearoilCooler 1, gear:  49Â°C",
2017-01-13 19:46:17+00:00,,T07,External power ref.:2000kW,
2017-01-13 20:00:33+00:00,,T07,Generator 1 in,
2017-01-13 20:16:16+00:00,,T07,External power ref.:2000kW,
2017-01-13 20:28:48+00:00,,T07,"Gen. int. vent. 1, temp: 54Â°C",
2017-01-13 20:46:16+00:00,,T07,External power ref.:2000kW,
2017-01-13 21:16:16+00:00,,T07,External power ref.:2000kW,
2017-01-13 21:35:36+00:00,,T07,"Nac.vent.0, nac/gear: 19/ 46Â°C",
2017-01-13 21:46:16+00:00,,T07,External power ref.:2000kW,
2017-01-13 22:16:15+00:00,,T07,External power ref.:2000kW,
2017-01-13 22:46:15+00:00,,T07,External power ref.:2000kW,
2017-01-13 23:06:16+00:00,,T07,"Gen. ext. vent. 1, temp: 49Â°C",
2017-01-13 23:52:07+00:00,,T07,Yawcontr. from:30010 to:30011,
2017-01-13 23:52:15+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-14 00:01:22+00:00,,T07,Generator 1 in,
2017-01-14 00:01:41+00:00,,T07,External power ref.:2000kW,
2017-01-14 00:28:37+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-14 00:30:43+00:00,,T07,Generator 1 in,
2017-01-14 00:30:57+00:00,,T07,External power ref.:2000kW,
2017-01-14 00:31:28+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-14 00:49:49+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-14 00:51:02+00:00,,T07,Generator 1 in,
2017-01-14 00:51:25+00:00,,T07,External power ref.:2000kW,
2017-01-14 01:07:40+00:00,,T07,Generator 1 in,
2017-01-14 01:07:56+00:00,,T07,External power ref.:2000kW,
2017-01-14 01:14:32+00:00,,T07,Accumulator test done -> OK,
2017-01-14 01:15:56+00:00,,T07,Generator 1 in,
2017-01-14 01:28:16+00:00,,T07,Generator 1 in,
2017-01-14 01:28:35+00:00,,T07,External power ref.:2000kW,
2017-01-14 01:58:35+00:00,,T07,External power ref.:2000kW,
2017-01-14 02:13:30+00:00,,T07,Yawcontr. from:30011 to:30010,
2017-01-14 02:21:30+00:00,,T07,Generator 1 in,
2017-01-14 02:21:41+00:00,,T07,External power ref.:2000kW,
2017-01-14 02:55:23+00:00,,T07,Generator 1 in,
2017-01-14 02:55:37+00:00,,T07,External power ref.:2000kW,
2017-01-14 03:17:39+00:00,,T07,Generator 1 in,
2017-01-14 03:25:37+00:00,,T07,External power ref.:2000kW,
2017-01-14 03:55:37+00:00,,T07,External power ref.:2000kW,
2017-01-14 04:25:36+00:00,,T07,External power ref.:2000kW,
2017-01-14 04:55:36+00:00,,T07,External power ref.:2000kW,
2017-01-14 05:00:42+00:00,,T07,"Nac.vent.1, nac/gear: 22/ 55Â°C",
2017-01-14 05:36:38+00:00,,T07,"Nac.vent.0, nac/gear: 22/ 46Â°C",
2017-01-14 06:37:48+00:00,,T07,Generator 1 in,
2017-01-14 06:38:06+00:00,,T07,External power ref.:2000kW,
2017-01-14 06:51:46+00:00,,T07,Generator 1 in,
2017-01-14 07:08:06+00:00,,T07,External power ref.:2000kW,
2017-01-14 07:38:05+00:00,,T07,External power ref.:2000kW,
2017-01-14 07:43:23+00:00,,T07,Generator 1 in,
2017-01-14 07:55:04+00:00,,T07,Generator 1 in,
2017-01-14 08:06:48+00:00,,T07,Generator 1 in,
2017-01-14 08:07:02+00:00,,T07,External power ref.:2000kW,
2017-01-14 08:19:16+00:00,,T07,Generator 1 in,
2017-01-14 08:19:27+00:00,,T07,External power ref.:2000kW,
2017-01-14 08:27:41+00:00,,T07,Generator 1 in,
2017-01-14 08:27:59+00:00,,T07,External power ref.:2000kW,
2017-01-14 08:40:01+00:00,,T07,Generator 1 in,
2017-01-14 08:40:24+00:00,,T07,External power ref.:2000kW,
2017-01-14 09:39:57+00:00,,T07,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-14 09:39:57+00:00,,T07,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-14 09:58:03+00:00,,T07,"Nac.vent.1, nac/gear: 25/ 48Â°C",
2017-01-14 10:32:11+00:00,,T07,Heating slipring time  734 Sec,
2017-01-14 10:32:11+00:00,,T07,"Gen SlipR. Heat:  1, t:  14Â°C",
2017-01-14 11:45:26+00:00,,T07,Yawcontr. from:30010 to:30011,
2017-01-14 11:45:33+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-14 12:39:45+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-14 12:41:26+00:00,,T07,Yawcontr. from:30011 to:30010,
2017-01-14 12:54:20+00:00,,T07,"Nac.vent.0, nac/gear: 22/ 44Â°C",
2017-01-14 12:59:17+00:00,,T07,Yawcontr. from:30010 to:30011,
2017-01-14 12:59:27+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-14 12:59:51+00:00,,T07,Generator 1 in,
2017-01-14 13:00:11+00:00,,T07,External power ref.:2000kW,
2017-01-14 13:29:51+00:00,,T07,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-14 13:29:51+00:00,,T07,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-14 13:30:10+00:00,,T07,External power ref.:2000kW,
2017-01-14 13:38:13+00:00,,T07,"Nac.vent.1, nac/gear: 23/ 55Â°C",
2017-01-14 13:53:17+00:00,,T07,"Gen. ext. vent. 2, temp: 65Â°C",
2017-01-14 14:00:10+00:00,,T07,External power ref.:2000kW,
2017-01-14 14:06:20+00:00,,T07,"Gen. int. vent. 2, temp: 70Â°C",
2017-01-14 14:30:10+00:00,,T07,External power ref.:2000kW,
2017-01-14 15:00:10+00:00,,T07,External power ref.:2000kW,
2017-01-14 15:30:10+00:00,,T07,External power ref.:2000kW,
2017-01-14 16:00:09+00:00,,T07,External power ref.:2000kW,
2017-01-14 16:30:09+00:00,,T07,External power ref.:2000kW,
2017-01-14 17:00:09+00:00,,T07,External power ref.:2000kW,
2017-01-14 17:07:37+00:00,,T07,"GearoilCooler 2, gear:  57Â°C",
2017-01-14 17:30:09+00:00,,T07,External power ref.:2000kW,
2017-01-14 18:00:08+00:00,,T07,External power ref.:2000kW,
2017-01-14 18:30:08+00:00,,T07,External power ref.:2000kW,
2017-01-14 19:00:08+00:00,,T07,External power ref.:2000kW,
2017-01-14 19:30:08+00:00,,T07,External power ref.:2000kW,
2017-01-14 20:00:08+00:00,,T07,External power ref.:2000kW,
2017-01-14 20:01:30+00:00,,T07,"Nac.vent.2, nac/gear: 24/ 60Â°C",
2017-01-14 20:30:07+00:00,,T07,External power ref.:2000kW,
2017-01-14 20:44:22+00:00,,T07,"Nac.vent.1, nac/gear: 25/ 51Â°C",
2017-01-14 21:00:07+00:00,,T07,External power ref.:2000kW,
2017-01-14 21:30:07+00:00,,T07,External power ref.:2000kW,
2017-01-14 22:00:07+00:00,,T07,External power ref.:2000kW,
2017-01-14 22:30:06+00:00,,T07,External power ref.:2000kW,
2017-01-14 23:00:06+00:00,,T07,External power ref.:2000kW,
2017-01-14 23:30:06+00:00,,T07,External power ref.:2000kW,
2017-01-15 00:00:05+00:00,,T07,External power ref.:2000kW,
2017-01-15 00:30:05+00:00,,T07,External power ref.:2000kW,
2017-01-15 01:00:05+00:00,,T07,External power ref.:2000kW,
2017-01-15 01:24:04+00:00,,T07,"GearoilCooler 1, gear:  49Â°C",
2017-01-15 01:31:03+00:00,,T07,"Gen. int. vent. 1, temp: 54Â°C",
2017-01-15 01:33:49+00:00,,T07,Generator 1 in,
2017-01-15 01:34:09+00:00,,T07,External power ref.:2000kW,
2017-01-15 01:39:54+00:00,,T07,Accumulator test done -> OK,
2017-01-15 01:41:19+00:00,,T07,Generator 1 in,
2017-01-15 02:04:09+00:00,,T07,External power ref.:2000kW,
2017-01-15 02:34:09+00:00,,T07,External power ref.:2000kW,
2017-01-15 03:04:08+00:00,,T07,External power ref.:2000kW,
2017-01-15 03:34:08+00:00,,T07,External power ref.:2000kW,
2017-01-15 04:04:08+00:00,,T07,External power ref.:2000kW,
2017-01-15 04:34:08+00:00,,T07,External power ref.:2000kW,
2017-01-15 05:04:07+00:00,,T07,External power ref.:2000kW,
2017-01-15 05:34:07+00:00,,T07,External power ref.:2000kW,
2017-01-15 05:56:35+00:00,,T07,"Nac.vent.0, nac/gear: 18/ 46Â°C",
2017-01-15 06:04:07+00:00,,T07,External power ref.:2000kW,
2017-01-15 06:34:07+00:00,,T07,External power ref.:2000kW,
2017-01-15 07:04:06+00:00,,T07,External power ref.:2000kW,
2017-01-15 07:09:45+00:00,,T07,Generator 1 in,
2017-01-15 07:34:06+00:00,,T07,External power ref.:2000kW,
2017-01-15 07:36:48+00:00,,T07,"Gen. ext. vent. 1, temp: 49Â°C",
2017-01-15 08:27:50+00:00,,T07,Generator 1 in,
2017-01-15 08:28:01+00:00,,T07,External power ref.:2000kW,
2017-01-15 08:58:00+00:00,,T07,External power ref.:2000kW,
2017-01-15 09:28:00+00:00,,T07,External power ref.:2000kW,
2017-01-15 09:58:00+00:00,,T07,External power ref.:2000kW,
2017-01-15 10:23:59+00:00,,T07,"Nac.vent.1, nac/gear: 25/ 53Â°C",
2017-01-15 10:53:05+00:00,,T07,Generator 1 in,
2017-01-15 10:53:17+00:00,,T07,External power ref.:2000kW,
2017-01-15 11:23:17+00:00,,T07,External power ref.:2000kW,
2017-01-15 11:42:35+00:00,,T07,Generator 1 in,
2017-01-15 11:42:52+00:00,,T07,External power ref.:2000kW,
2017-01-15 12:12:52+00:00,,T07,External power ref.:2000kW,
2017-01-15 12:42:51+00:00,,T07,External power ref.:2000kW,
2017-01-15 13:11:00+00:00,,T07,Generator 1 in,
2017-01-15 13:11:16+00:00,,T07,External power ref.:2000kW,
2017-01-15 13:20:11+00:00,,T07,Generator 1 in,
2017-01-15 13:20:27+00:00,,T07,External power ref.:2000kW,
2017-01-15 13:31:51+00:00,,T07,Generator 1 in,
2017-01-15 13:32:02+00:00,,T07,External power ref.:2000kW,
2017-01-15 13:45:11+00:00,,T07,Generator 1 in,
2017-01-15 13:45:29+00:00,,T07,External power ref.:2000kW,
2017-01-15 13:52:18+00:00,,T07,Generator 1 in,
2017-01-15 14:02:21+00:00,,T07,Generator 1 in,
2017-01-15 14:15:28+00:00,,T07,External power ref.:2000kW,
2017-01-15 14:15:56+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-15 14:20:28+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-15 14:21:57+00:00,,T07,Generator 1 in,
2017-01-15 14:22:12+00:00,,T07,External power ref.:2000kW,
2017-01-15 14:38:42+00:00,,T07,Generator 1 in,
2017-01-15 14:38:57+00:00,,T07,External power ref.:2000kW,
2017-01-15 14:50:14+00:00,,T07,Generator 1 in,
2017-01-15 14:50:32+00:00,,T07,External power ref.:2000kW,
2017-01-15 15:31:37+00:00,,T07,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-15 15:31:37+00:00,,T07,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-15 15:33:42+00:00,,T07,Generator 1 in,
2017-01-15 15:33:52+00:00,,T07,External power ref.:2000kW,
2017-01-15 15:56:45+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-15 15:57:05+00:00,,T07,Generator 1 in,
2017-01-15 15:57:24+00:00,,T07,External power ref.:2000kW,
2017-01-15 16:00:57+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-15 16:01:48+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-15 16:03:52+00:00,,T07,Generator 1 in,
2017-01-15 16:04:07+00:00,,T07,External power ref.:2000kW,
2017-01-15 16:08:32+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-15 16:31:25+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-15 16:32:56+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-15 16:34:07+00:00,,T07,External power ref.:2000kW,
2017-01-15 16:34:36+00:00,,T07,Generator 1 in,
2017-01-15 16:47:23+00:00,,T07,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-15 16:47:23+00:00,,T07,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-15 17:04:07+00:00,,T07,External power ref.:2000kW,
2017-01-15 17:34:07+00:00,,T07,External power ref.:2000kW,
2017-01-15 18:04:07+00:00,,T07,External power ref.:2000kW,
2017-01-15 18:34:06+00:00,,T07,External power ref.:2000kW,
2017-01-15 19:01:36+00:00,,T07,"Gen. ext. vent. 2, temp: 65Â°C",
2017-01-15 19:04:06+00:00,,T07,External power ref.:2000kW,
2017-01-15 19:12:26+00:00,,T07,"Gen. int. vent. 2, temp: 70Â°C",
2017-01-15 19:34:06+00:00,,T07,External power ref.:2000kW,
2017-01-15 19:52:54+00:00,,T07,"GearoilCooler 2, gear:  57Â°C",
2017-01-15 20:04:05+00:00,,T07,External power ref.:2000kW,
2017-01-15 20:34:05+00:00,,T07,External power ref.:2000kW,
2017-01-15 21:04:05+00:00,,T07,External power ref.:2000kW,
2017-01-15 21:34:05+00:00,,T07,External power ref.:2000kW,
2017-01-15 22:04:04+00:00,,T07,External power ref.:2000kW,
2017-01-15 22:18:33+00:00,,T07,"GearoilCooler 1, gear:  49Â°C",
2017-01-15 22:39:20+00:00,,T07,"Gen. int. vent. 1, temp: 54Â°C",
2017-01-15 22:54:29+00:00,,T07,"Gen. ext. vent. 1, temp: 49Â°C",
2017-01-15 23:21:14+00:00,,T07,Generator 1 in,
2017-01-15 23:21:34+00:00,,T07,External power ref.:2000kW,
2017-01-15 23:51:33+00:00,,T07,External power ref.:2000kW,
2017-01-16 00:21:33+00:00,,T07,External power ref.:2000kW,
2017-01-16 00:51:33+00:00,,T07,External power ref.:2000kW,
2017-01-16 01:21:33+00:00,,T07,External power ref.:2000kW,
2017-01-16 01:51:32+00:00,,T07,External power ref.:2000kW,
2017-01-16 02:17:21+00:00,,T07,Generator 1 in,
2017-01-16 02:17:37+00:00,,T07,External power ref.:2000kW,
2017-01-16 02:47:36+00:00,,T07,External power ref.:2000kW,
2017-01-16 03:08:27+00:00,,T07,Accumulator test done -> OK,
2017-01-16 03:09:50+00:00,,T07,Generator 1 in,
2017-01-16 03:17:36+00:00,,T07,External power ref.:2000kW,
2017-01-16 03:29:02+00:00,,T07,Generator 1 in,
2017-01-16 03:29:14+00:00,,T07,External power ref.:2000kW,
2017-01-16 03:59:14+00:00,,T07,External power ref.:2000kW,
2017-01-16 04:29:13+00:00,,T07,External power ref.:2000kW,
2017-01-16 04:59:38+00:00,,T07,Generator 1 in,
2017-01-16 04:59:54+00:00,,T07,External power ref.:2000kW,
2017-01-16 05:29:54+00:00,,T07,External power ref.:2000kW,
2017-01-16 05:59:54+00:00,,T07,External power ref.:2000kW,
2017-01-16 06:29:54+00:00,,T07,External power ref.:2000kW,
2017-01-16 06:40:00+00:00,,T07,Generator 1 in,
2017-01-16 07:39:03+00:00,,T07,"Nac.vent.0, nac/gear: 19/ 41Â°C",
2017-01-16 07:53:07+00:00,,T07,"Gen. ext. vent. 0, temp: 34Â°C",
2017-01-16 07:53:07+00:00,,T07,"Gen. int. vent. 0, temp: 34Â°C",
2017-01-16 08:00:30+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 09:23:30+00:00,,T07,"Nac.vent.1, nac/gear: 25/ 39Â°C",
2017-01-16 09:43:40+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 10:59:46+00:00,,T07,Heating slipring time  569 Sec,
2017-01-16 10:59:46+00:00,,T07,"Gen SlipR. Heat:  1, t:  16Â°C",
2017-01-16 11:19:30+00:00,,T07,"Nac.vent.0, nac/gear: 21/ 35Â°C",
2017-01-16 12:09:16+00:00,,T07,"Gen SlipR. Heat:  1, t:  18Â°C",
2017-01-16 12:09:16+00:00,,T07,Heating slipring time  718 Sec,
2017-01-16 12:12:12+00:00,,T07,"Nac.vent.1, nac/gear: 25/ 36Â°C",
2017-01-16 12:36:34+00:00,,T07,"Nac.vent.0, nac/gear: 22/ 36Â°C",
2017-01-16 13:01:05+00:00,,T07,"Nac.vent.1, nac/gear: 25/ 35Â°C",
2017-01-16 13:01:11+00:00,,T07,Yawcontr. from:30011 to:30010,
2017-01-16 13:01:34+00:00,,T07,Generator 1 in,
2017-01-16 13:01:48+00:00,,T07,External power ref.:2000kW,
2017-01-16 13:07:15+00:00,,T07,Yawcontr. from:30010 to:30011,
2017-01-16 13:14:58+00:00,,T07,Yawcontr. from:30011 to:30010,
2017-01-16 13:35:37+00:00,,T07,Running up timeout,
2017-01-16 13:49:12+00:00,,T07,Yawcontr. from:30010 to:30011,
2017-01-16 13:49:15+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 13:52:05+00:00,,T07,"Nac.vent.0, nac/gear: 23/ 36Â°C",
2017-01-16 13:52:57+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 13:55:08+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 13:59:17+00:00,,T07,Generator 1 in,
2017-01-16 13:59:27+00:00,,T07,External power ref.:2000kW,
2017-01-16 14:07:12+00:00,,T07,"Nac.vent.1, nac/gear: 25/ 38Â°C",
2017-01-16 14:29:27+00:00,,T07,External power ref.:2000kW,
2017-01-16 14:45:07+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 14:50:28+00:00,,T07,"Gen. int. vent. 1, temp: 50Â°C",
2017-01-16 14:50:28+00:00,,T07,"Gen. ext. vent. 1, temp: 50Â°C",
2017-01-16 14:53:42+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 14:54:23+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 14:56:44+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 14:59:27+00:00,,T07,External power ref.:2000kW,
2017-01-16 15:21:49+00:00,,T07,"Nac.vent.0, nac/gear: 24/ 43Â°C",
2017-01-16 15:23:20+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 15:24:19+00:00,,T07,"Nac.vent.1, nac/gear: 25/ 44Â°C",
2017-01-16 15:24:20+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 15:29:27+00:00,,T07,External power ref.:2000kW,
2017-01-16 15:51:36+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 15:55:49+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 15:57:30+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 15:58:51+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 15:59:26+00:00,,T07,External power ref.:2000kW,
2017-01-16 16:00:32+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 16:29:26+00:00,,T07,External power ref.:2000kW,
2017-01-16 16:35:32+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 16:36:33+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 16:42:26+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 16:58:26+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 16:59:26+00:00,,T07,External power ref.:2000kW,
2017-01-16 17:01:07+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 17:09:52+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 17:29:26+00:00,,T07,External power ref.:2000kW,
2017-01-16 17:49:36+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 17:51:57+00:00,,T07,Yaw Speed Exc:  0Â° Rate:10sec,
2017-01-16 17:59:01+00:00,,T07,Generator 1 in,
2017-01-16 17:59:26+00:00,,T07,External power ref.:2000kW,
2017-01-16 18:16:21+00:00,,T07,Generator 1 in,
2017-01-16 18:16:42+00:00,,T07,External power ref.:2000kW,
2017-01-16 18:53:33+00:00,,T07,Generator 1 in,
2017-01-16 18:53:53+00:00,,T07,External power ref.:2000kW,
2017-01-16 19:01:46+00:00,,T07,Generator 1 in,
2017-01-16 19:02:04+00:00,,T07,External power ref.:2000kW,
2017-01-16 19:32:03+00:00,,T07,External power ref.:2000kW,
2017-01-16 19:49:42+00:00,,T07,Generator 1 in,
2017-01-16 19:49:52+00:00,,T07,External power ref.:2000kW,
2017-01-16 20:19:52+00:00,,T07,External power ref.:2000kW,
2017-01-16 20:28:29+00:00,,T07,Generator 1 in,
